"","MATICNIBROJ","DANOCENBROJ"
"409","6453040","4080009500519"
"410","6326790","4030008020737"
"411","6562027","4080010509490"
"412","6467458","5080009500130"
"413","6658458","4080010517700"
"414","6469450","4080009501957"
"415","6708994","4080011522252"
"416","6327583","4030008021040"
"417","6214045","4030007630361"
"418","6165613","4030006613404"
"419","6409792","5030008503421"
"420","6722776","4080011523291"
"421","6460119","4080009501280"
"422","6215173","4030007630752"
"423","6266843","4030007001291"
"424","6539831","4080009507483"
"425","6128530","5030003240961"
"426","6830706","4080012532634"
"427","6598641","4080010512229"
"428","6370721","4030008034177"
"429","6470912","4080009502171"
"430","6082785","4030006582916"
"431","6103588","4030006590897"
"432","6275087","4030007004088"
"433","6143059","4030006604774"
"434","6792480","4080012529587"
"435","6242413","4030007639725"
"436","6848354","4080013534630"
"437","6560520","4080010509295"
"438","6157831","4030006610618"
"439","6880355","4080013537931"
"440","6394680","4030008041050"
"441","6684963","4080011520047"
"442","6119646","4030006597301"
"443","6398480","4030008042110"
"444","6460127","4080009501299"
"445","6161057","4030006611673"
"446","6702120","4080011521744"
"447","6315224","4030008016772"
"448","6357113","4030008029220"
"449","6355838","4030008028835"
"450","6909264","4080013540070"
"451","6857361","4080013535645"
"452","6679536","4080011519618"
"453","6178910","4030007619058"
"454","6196322","4030007624540"
"455","6542417","4080009507700"
"456","6777180","4080012528041"
"457","6159451","4030006611029"
"458","6497110","4080009504409"
"459","6445225","4030009056190"
"460","6282032","4030007006056"
"461","6160174","4030006611380"
"462","6123627","4030006598723"
"463","6746209","4080011525120"
"464","6414672","4030008046213"
"465","6543170","4080009507793"
"466","6360939","4030008030627"
"467","6586147","4080010511290"
"468","6312497","4030008015806"
"469","6860842","4080013536005"
"470","6374972","4030008035521"
"471","6762280","4080012526731"
"472","6488277","4080009503704"
"473","6607845","4080010512970"
"474","6280706","4030007005602"
"475","6783139","4080012528645"
"476","6613470","4080010513462"
"477","6558771","4080010509163"
"478","6674267","4080011519200"
"479","6788181","4080012529137"
"480","6455689","4080009500730"
"481","6843344","4080013534118"
"482","6628427","4080010515210"
"483","6188052","5030006242620"
"484","6669018","4080011518620"
"485","6179339","4030007619406"
"486","6753469","4080012525840"
"487","6418120","4030008047457"
"488","6245803","4030007640944"
"489","6624367","4080010514698"
"490","6227635","4030007634910"
"491","6863221","4080013536200"
"492","6183808","4030007620765"
"493","6755208","4080012526073"
"494","6339271","4030008024112"
"495","6664822","4080010518243"
"496","6857477","4080013535653"
"497","6396160","4030008041440"
"498","6298605","4030007011246"
"499","6906540","4080013539756"
"500","6384625","4030008038385"
"501","6479170","4080009502902"
"502","6472133","4080009502333"
"503","6649742","4080010516836"
"504","6811329","4080012530984"
"505","6594506","4080010511893"
"506","6648100","4080010516674"
"507","6823742","4080012531964"
"508","6645631","4080010516429"
"509","6468810","5080009500148"
"510","6116779","4030006596003"
"511","6263968","4030007000392"
"512","6284116","4030007006722"
"513","6211461","4030007629495"
"514","6714846","4080011522635"
"515","6518206","4080009505707"
"516","6743838","4080011524816"
"517","6336604","4030008023540"
"518","6354882","4030008028576"
"519","6542921","4080009507769"
"520","6673660","4080011519120"
"521","6184820","4030007621079"
"522","6444962","4030009056131"
"523","6572286","4080010510390"
"524","6810420","4080012530895"
"525","6593160","4080010511753"
"526","6114083","4030006595198"
"527","6146570","4030006606297"
"528","6792049","4080012529528"
"529","6747825","4080011525251"
"530","6838502","4080012533487"
"531","6868630","4080013536749"
"532","6644554","5080010501190"
"533","6701981","4080011521701"
"534","6838936","4080012533576"
"535","6412262","4030008045470"
"536","6465064","4080009501671"
"537","6638082","4080010515813"
"538","6653375","4080010517263"
"539","6138578","4030006603115"
"540","6709133","4080011522287"
"541","6566995","4080010509910"
"542","6441114","4030009054970"
"543","6648550","4080010516704"
"544","6412599","4030008045594"
"545","6479847","4080009502988"
"546","6549306","4080010508302"
"547","6274455","4030007003847"
"548","6212840","4030007629983"
"549","6668666","4080011518581"
"550","6261175","4030007646128"
"551","6895794","4080013538954"
"552","6539025","4080009507378"
"553","6275060","4030007004061"
"554","6791980","4080012529498"
"555","6264050","4030007000430"
"556","6902480","5080013503739"
"557","6415490","4030008046523"
"558","6544010","4080009507858"
"559","6902120","4080013539268"
"560","6562051","4080010509511"
"561","6839282","4080013533634"
"562","6416985","4030008047015"
"563","6319084","4030008018023"
"564","6887694","4080013538547"
"565","6598617","4080010512202"
"566","6275141","4030007004118"
"567","6400477","4030008042676"
"568","6086772","4030006584498"
"569","6838863","4080012533568"
"570","6840663","4080013533804"
"571","6525431","4080009506169"
"572","6069622","4030005577510"
"573","6261604","4030007646292"
"574","6265030","4030007000732"
"575","6193412","4030007623667"
"576","6714919","4080011522643"
"577","6624057","4080010514647"
"578","6696228","4080011521035"
"579","6513182","4080009505421"
"580","6379362","4030008036897"
"581","6114245","4030006595210"
"582","6759050","4080012526529"
"583","6873901","4080013537338"
"584","6367330","4030008032948"
"585","6595910","4080010512008"
"586","6288120","4030007007788"
"587","6518540","4082009501984"
"588","6747817","4082011508090"
"589","6606091","4082010504300"
"590","6830315","4082012510153"
"591","6496075","4082009501470"
"592","6205321","4030007627395"
"593","6794041","4082012509325"
"594","6863060","5082013501526"
"595","6455387","4082009500287"
"596","6087175","4030006584544"
"597","6365078","4030008032000"
"598","6902375","4082013511803"
"599","6274960","4030007004037"
"600","6567630","4086010500580"
"601","6721621","4086011501148"
"602","6694314","4032011513194"
"603","6613055","4032010507395"
"604","6735487","4032011514891"
"605","6853722","4032013520473"
"606","6755798","4032012515808"
"607","6079849","4030005581118"
"608","6522017","4032009503300"
"609","6831761","4032012519579"
"610","6331530","4030008022071"
"611","6857248","4032013520678"
"612","6183794","4030007620749"
"613","6626742","4032010509401"
"614","6623123","4032010508685"
"615","6876110","4032013521607"
"616","6269168","4030007001941"
"617","6361838","4030008031038"
"618","6685234","4032011512759"
"619","6417965","4030008047341"
"620","6384749","4030008038415"
"621","6653537","4032010510981"
"622","6617646","4032010507999"
"623","6575021","4032010505872"
"624","6532853","4032009503700"
"625","6310907","4030008015180"
"626","6868240","4032013521240"
"627","6903231","4032013522549"
"628","6910041","4032013522794"
"629","6371906","4030008034606"
"630","6783112","4032012517363"
"631","6556140","4032010504922"
"632","6701558","4032011513550"
"633","6865780","4032013521089"
"634","6331742","4030008022179"
"635","6382550","4030008037710"
"636","6558380","4032010505058"
"637","6333575","4030008022659"
"638","6278256","4030007005130"
"639","6754929","5032012501070"
"640","6736483","4032011514905"
"641","6256279","4030007644451"
"642","6175201","5030007242152"
"643","6336779","4030008023477"
"644","6435424","4030008052892"
"645","6622070","4038010503037"
"646","6297013","4030007010746"
"647","6445438","4030009056280"
"648","6306306","4030008013935"
"649","6870422","4038013507360"
"650","6254101","4030007643790"
"651","6486258","4038009500679"
"652","6299415","4030007011564"
"653","6458831","4038009500245"
"654","6395104","4030008041173"
"655","6466141","4038009500393"
"656","6423760","4030008049204"
"657","6444768","4030009056077"
"658","6506917","4075009500477"
"659","6438652","4030008053961"
"660","6445853","4030009056450"
"661","6267505","4030007001542"
"662","5702941","4030002461367"
"663","7134932","4080016559600"
"664","7036310","4058015521506"
"665","6821553","4080012531751"
"666","5328233","5030999199784"
"667","5430461","4030000423018"
"668","5917247","4030004525036"
"669","5772648","4030003481400"
"670","6169155","4030006615105"
"671","5974968","4030005545308"
"672","6056776","4030005574316"
"673","6350216","4030008027308"
"674","5557917","4030001425219"
"675","6292461","4030007009250"
"676","5226163","4030998354456"
"677","4688724","4030993113892"
"678","5643694","4030002445744"
"679","6128815","4030006600167"
"680","5805589","5030003224737"
"681","6012698","4030005557551"
"682","6932258","4080014542327"
"683","6880827","4080013537966"
"684","4202325","4030990153028"
"685","5617804","4030002437253"
"686","5757410","4030003477771"
"687","6181864","4030007620137"
"688","4400470","4030992163004"
"689","5747724","4030003473830"
"690","5668344","4030000452719"
"691","6872530","4032013521402"
"692","6006868","4030005555966"
"693","5402581","4030000381676"
"694","6558682","4038010502081"
"695","6416063","4030008046604"
"696","6356346","4030008029025"
"697","4061764","4030952259530"
"698","5559375","4030001425685"
"699","4829611","4030994191820"
"700","6907334","4080013539829"
"701","6067344","4030005576424"
"702","5478243","4030000401529"
"703","6184006","4030002620872"
"704","6370942","4030008034266"
"705","5769825","4030003480659"
"706","5507553","5030998209190"
"707","6600212","4057010507010"
"708","6957803","4080014544885"
"709","5532710","4030001417593"
"710","6178359","4030007618825"
"711","6394140","4030008040924"
"712","5599954","4030002433215"
"713","6861776","4080013536056"
"714","5016819","4030995245095"
"715","6774466","4080012527754"
"716","5294576","4030999361839"
"717","5984670","4030005548757"
"718","4200756","4030991218506"
"719","5641667","4030002443938"
"720","4286448","4030992140527"
"721","5607825","4030002434793"
"722","6071775","4030006578358"
"723","5219230","4030998369275"
"724","4449142","4030992207575"
"725","6231349","4030007636106"
"726","4928288","4030994113543"
"727","6916422","4082013512257"
"728","6581471","4032010506216"
"729","4695372","4030993132420"
"730","5896142","5030004228655"
"731","4052676","4030977262721"
"732","5969239","4030005543330"
"733","4958357","4030995227232"
"734","5616107","4030002437750"
"735","7055625","4044015511305"
"736","4172736","4030990223042"
"737","4959469","4030994176456"
"738","4658833","4030995109752"
"739","6538835","4032009504021"
"740","6764703","4043012510328"
"741","6835163","4058012514916"
"742","05855012","4030004504993"
"743","6019790","4030005559481"
"744","5820774","4030003494846"
"745","4307585","4030992213362"
"746","5855098","4030004505264"
"747","6412670","4030008045640"
"748","5791227","4030003487009"
"749","5655978","4030002447593"
"750","6811876","4080012531000"
"751","6844200","4057013520336"
"752","6353177","4030008028029"
"753","7109601","4032016531115"
"754","6362885","4030008031402"
"755","6017568","4030005558787"
"756","5020352","4030995209714"
"757","6128890","4030006600124"
"758","6559786","4032010505139"
"759","6104606","4030006591419"
"760","4293789","4030997315848"
"761","6039235","4030005566143"
"762","5174813","4030996263593"
"763","4457463","4030992266970"
"764","5122902","4030996269184"
"765","7063318","5080015505313"
"766","5334012","4030999372067"
"767","6364250","4030008031801"
"768","6326218","4030008020494"
"769","5831407","4030003502482"
"770","6074502","4030006579397"
"771","4642805","4030993120279"
"772","6858120","4057013520972"
"773","5527368","4030001425405"
"774","4269225","4030991209787"
"775","5568609","5030999196033"
"776","6210988","4030007629380"
"777","5911257","4030004522738"
"778","5458781","4030000396282"
"779","4454189","4030992137542"
"780","6118305","4030006596704"
"781","6291716","4030007008997"
"782","6324100","4030008019780"
"783","5379334","4030000377261"
"784","6112854","4030006594523"
"785","6592562","4032010506542"
"786","5987431","4030005549575"
"787","4520980","4030900320460"
"788","6202675","4030007626305"
"789","5144485","5030997151350"
"790","5452040","4030000394000"
"791","5584205","5030996187548"
"792","4370899","4030992115905"
"793","5867703","4030004511108"
"794","6552420","5057010500281"
"795","6985980","4032014526246"
"796","5064724","4030995137861"
"797","5359341","4030999375490"
"798","6022618","4030005560374"
"799","5647274","4030002445795"
"800","6312985","4030008016012"
"801","6958427","4080014544990"
"802","7188811","4080017564305"
"803","6061591","4030006573887"
"804","7016840","4058015520925"
"805","6941591","4080014543188"
"806","6034497","4030005564701"
"807","4284054","4030991242610"
"808","6056806","4030005572828"
"809","6108776","4030006592954"
"810","5647797","4030002446163"
"811","5556104","4030001424913"
"812","5775868","4030003482643"
"813","4842456","4030994238877"
"814","4509242","4030992243164"
"815","5599814","4030001433246"
"816","5942489","4030005544930"
"817","4393538","4030992219387"
"818","5435943","4030000389693"
"819","5962781","4030005539910"
"820","5734126","5030003221789"
"821","5724210","4030002467543"
"822","6527647","4057009503516"
"823","5098823","4030996186653"
"824","6634389","4038010503169"
"825","4067452","4030996222692"
"826","4586000","4030993197395"
"827","6806767","5082012501255"
"828","5535514","4030001418069"
"829","5499429","4030001407466"
"830","6438881","4030008054062"
"831","7086733","5057015502290"
"832","5372186","4030000376532"
"833","5725283","4030003467652"
"834","5886287","4030004515723"
"835","4058097","4030947262832"
"836","5459672","4030000402843"
"837","5757827","4030003477356"
"838","6841821","4080013533979"
"839","6935435","4057014524556"
"840","4638816","4030993124070"
"841","6286887","4030007007451"
"842","6214940","4030007630612"
"843","7015348","4044015510449"
"844","6824471","4043012512126"
"845","5472407","4030000399249"
"846","6206212","4030007627778"
"847","6399568","4030008042374"
"848","6048510","4030005570590"
"849","5989108","4030005549800"
"850","5442567","4030000390845"
"851","5631092","4030002441382"
"852","6022154","4030005560986"
"853","5905087","4030004521880"
"854","5557526","4030001428218"
"855","4056574","4030996197817"
"856","5835666","4030004499566"
"857","6766552","4043012510425"
"858","5543541","4030001420993"
"859","6449964","4069009500043"
"860","7060068","4054015502875"
"861","6237169","4030007637730"
"862","5565910","5080990102556"
"863","5531322","4030001417402"
"864","6016669","4030005559708"
"865","4938763","4030994232640"
"866","5376408","4030000377270"
"867","5344972","4030999372865"
"868","5766117","4030003480136"
"869","5019788","4030995251982"
"870","6801609","4043012511537"
"871","6237142","4030007637749"
"872","5747392","4030003501648"
"873","6287573","4030007007567"
"874","4032543","4007994109773"
"875","5840864","4030004500980"
"876","4439821","4030992109131"
"877","5749549","4030003474748"
"878","5651271","4030002449197"
"879","7057237","4080015553349"
"880","6985661","4080014546934"
"881","6211550","4030007629576"
"882","4286910","4030991144120"
"883","5637597","4030002442583"
"884","6602010","4057010507096"
"885","6930867","4080014542246"
"886","5718724","4030003465820"
"887","5674174","4030002454204"
"888","6452248","4044009500105"
"889","7022433","4080015550277"
"890","6003966","4030005554692"
"891","6832300","4080012532790"
"892","6899528","4044013508510"
"893","6272665","4030007003138"
"894","5295009","4030999362045"
"895","6411495","4030008045241"
"896","4216911","4030991125567"
"897","7081480","5032015502689"
"898","5513090","4030001411536"
"899","5092035","4030996116582"
"900","6375928","5030008502816"
"901","6519059","4046009500183"
"902","6958141","4038014508602"
"903","6840264","4080013533774"
"904","6382339","4030008037583"
"905","5805996","4030003491308"
"906","6732631","5080011501950"
"907","6292151","5021007500349"
"908","5993539","4030005551138"
"909","6436200","4030008053139"
"910","6947832","4080014543838"
"911","6106374","4030006592024"
"912","5693381","4030002458420"
"913","6496580","4082009501496"
"914","4749022","4030993266982"
"915","5606233","4030002434530"
"916","6060277","4030005572917"
"917","5549574","4030001422988"
"918","6151469","4030006608206"
"919","4279093","4030991149237"
"920","5962765","4030005540055"
"921","5381975","4030000378985"
"922","6917240","4080013540835"
"923","5773903","4030003482171"
"924","4470397","4030991114794"
"925","5851831","4030004503520"
"926","6973302","4006014510187"
"927","7073372","4080015554566"
"928","5823307","4030003495478"
"929","6983510","4043014516870"
"930","5788099","4030003486436"
"931","5882419","4030004514662"
"932","5364701","4030999377573"
"933","6362583","4030008031291"
"934","5459575","4030000396274"
"935","6437320","5030008504347"
"936","5365929","4028999121574"
"937","7020716","4032015527840"
"938","4957130","4030995148707"
"939","6112617","4024006108270"
"940","5415870","5030000206649"
"941","5289114","4030999361324"
"942","6168264","4030006614958"
"943","6041361","4030005568537"
"944","5497434","4030000406970"
"945","5184100","4030997268955"
"946","4662318","4030998350086"
"947","7059388","4058015522308"
"948","5482569","4030000403246"
"949","7058349","4080015553420"
"950","5675146","4030002454565"
"951","4433173","4030992241595"
"952","6288324","4030007007907"
"953","6765041","4032012516316"
"954","5723086","4030003466990"
"955","6561136","4043010503723"
"956","5839971","4030004500920"
"957","6113400","4030006594825"
"958","5210003","4030993348024"
"959","4742036","4030993202429"
"960","6437591","4030008053643"
"961","6417329","4030008047201"
"962","5353629","4030999379819"
"963","5394180","4021000126707"
"964","5605946","4030000434451"
"965","6692834","4057011512115"
"966","5661307","4030002450276"
"967","5026199","4030995122503"
"968","5843707","4030003502172"
"969","6186106","4004007120630"
"970","5350182","4030999372300"
"971","6500293","4044009501225"
"972","6976794","4075014503298"
"973","5837588","4030004499892"
"974","4958578","4030995118476"
"975","6446396","4030009056581"
"976","4374720","4028992105158"
"977","6766587","4043012510433"
"978","5586208","5030997165165"
"979","5105501","4030996116094"
"980","6083072","4030005583005"
"981","4829999","4030994188101"
"982","6581773","4057010506197"
"983","5922470","4030004527209"
"984","5330084","5030999199008"
"985","6647200","4080010516542"
"986","5953324","4030005536538"
"987","5965942","5030005234993"
"988","5844410","4030004501846"
"989","5652596","4030002447399"
"990","6048790","4030005569398"
"991","6432727","4030008052175"
"992","6323863","4030008019615"
"993","5773881","4030003482163"
"994","5303354","4030999366164"
"995","5902118","4030004521596"
"996","6930085","4086014501866"
