"","MATICNIBROJ","DANOCENBROJ"
"464","4835867","4021994110227"
"465","4151356","4012991103662"
"466","5327679","4012999109589"
"467","4677609","4002993105152"
"468","4620313","4030993123758"
"469","5229502","5027998106927"
"470","5267242","5012999104750"
"471","4598458","4002996113148"
"472","4253086","4030991205293"
"473","5121574","4030996211542"
"474","5322863","4010999102069"
"475","5127092","4002996111277"
"476","5411289","5020993100853"
"477","4188004","4002990128690"
"478","4705467","4002993112876"
"479","4150961","4020990101472"
"480","4651588","4020993113986"
"481","5500770","4020001126623"
"482","4508513","4020992115977"
"483","4910435","4020992109616"
"484","4370244","4017992102068"
"485","5023807","4017992106152"
"486","5174589","4020997116840"
"487","5393868","4020000123914"
"488","5545544","4020001128405"
"489","5542146","4030001420942"
"490","5512816","4020001127409"
"491","4757416","4020993102178"
"492","4298969","4020992110509"
"493","4574478","4020993102100"
"494","4574478","4020993102100"
"495","5489725","4020001126194"
"496","4321138","4020992102417"
"497","5119596","4020996115408"
"498","4266579","4020991106524"
"499","4796977","4020994116270"
"500","5534631","4020001127913"
"501","5315336","4020999122294"
"502","5076218","4030995168341"
"503","5470048","4002000143917"
"504","4417569","4020992101364"
"505","4006283","4020991103916"
"506","5085292","4020995104453"
"507","5212332","4020998117866"
"508","4368452","4020992107931"
"509","4496418","4020992116671"
"510","4321782","4030992255502"
"511","4997735","4021995100144"
"512","4278020","4017991121174"
"513","4573897","4017992111156"
"514","5215315","4017998127364"
"515","5117810","4020996105143"
"516","5497922","4020001126925"
"517","4211073","4002991100994"
"518","4842707","4017994127980"
"519","4249674","4020991115558"
"520","4270983","4020991117054"
"521","5297818","4020999122065"
"522","5289343","4020999121620"
"523","5286379","4020999121409"
"524","5545714","4020001128596"
"525","4326393","4020992109748"
"526","4865294","4020994109753"
"527","4137965","4020990100689"
"528","4642082","4020993116268"
"529","5091357","4020995108190"
"530","5008719","4020995111832"
"531","5014964","4020995101390"
"532","5034515","4030995186625"
"533","5418534","4030000385132"
"534","4656148","4020993107951"
"535","5268907","4030999360050"
"536","5053552","4030995139678"
"537","4272684","4030991112945"
"538","4191706","4030990123943"
"539","4420381","4026992105481"
"540","5304199","4030999363009"
"541","4427394","4030992182440"
"542","5052971","4017995109683"
"543","5206618","4026998112900"
"544","5531853","4030001417550"
"545","4667484","4020993117329"
"546","4098145","4020983114062"
"547","4123743","4030989115570"
"548","4915569","4020994106258"
"549","4218060","4020991115620"
"550","4687809","4020993100183"
"551","4302176","4020991123925"
"552","5107164","4020996104813"
"553","5486084","4026001118343"
"554","5246741","4026998114199"
"555","5517494","4020001128634"
"556","5291739","4020998122444"
"557","4293754","4020991109353"
"558","4555252","4020992114407"
"559","4165349","4020990109325"
"560","5312787","4020999122847"
"561","4796942","4020994111081"
"562","5450870","4020000126484"
"563","4983173","4020995101101"
"564","4496396","4020992104258"
"565","4739558","4020993101090"
"566","4754930","4020993101953"
"567","5170206","4020997117544"
"568","4864735","4020994111677"
"569","4291514","4020991108993"
"570","5058066","4020995108823"
"571","4261453","4020991110254"
"572","4203275","4020991100135"
"573","4006879","4020996102500"
"574","5378281","4020000123620"
"575","5353394","4020999123363"
"576","5082587","4020994118868"
"577","5555361","4020001128715"
"578","5097860","4020996101601"
"579","4453387","4020992123562"
"580","4420535","4030992214610"
"581","4561724","4030993100073"
"582","4772989","4030993229998"
"583","4230990","4020991101697"
"584","5417945","4020000124341"
"585","5006210","4020995100903"
"586","4866339","4020994111219"
"587","5418909","4020995126589"
"588","4888952","4020994109117"
"589","5450896","4020000125100"
"590","5453038","4013000112215"
"591","5459575","4030000396274"
"592","4365712","4030992139715"
"593","5117216","4020994102791"
"594","4516150","4013992104197"
"595","4438965","4020992106510"
"596","5228883","4020998118234"
"597","4226194","4007991106498"
"598","4648951","4013992103190"
"599","5216745","4013998107910"
"600","4108809","4020986114225"
"601","4099273","4020974121846"
"602","4842286","4020981121207"
"603","5554071","5026974106865"
"604","5033519","4030996102344"
"605","4938585","4030994154797"
"606","5112702","4005996100584"
"607","5294576","4030999361839"
"608","4106725","4020995116338"
"609","5284775","4020995113460"
"610","5441552","4020000128037"
"611","4145429","4030990172936"
"612","4613147","4020992125581"
"613","5341680","4020999122731"
"614","4329449","4030992187531"
"615","4054261","4030996123112"
"616","4205073","4030991233858"
"617","5476682","4030000401456"
"618","4156358","4030990158674"
"619","4528972","4030992102919"
"620","4099958","4020985120710"
"621","4209176","4030991126091"
"622","5308186","4030999365818"
"623","5334012","4030999372067"
"624","5227313","4030998347794"
"625","5227313","4030998347794"
"626","5227313","4030998347794"
"627","5364906","4020999122995"
"628","5093589","4020999128870"
"629","4128885","4030990355283"
"630","4126661","4011990107919"
"631","4126661","4011990107919"
"632","4126661","4011990107919"
"633","4126661","4011990107919"
"634","4539109","4011992108009"
"635","5409349","4030000384381"
"636","5138183","4020990116747"
"637","5138183","4020990116747"
"638","5224683","4020998118188"
"639","4123441","4030989158962"
"640","4467116","4030992158990"
"641","5532205","4020001128065"
"642","5515637","4030001415523"
"643","5106621","4030996169902"
"644","4586514","4030993127958"
"645","4323653","4030992112795"
"646","4528999","4030992177811"
"647","5149606","4013997106848"
"648","5055423","4020995105018"
"649","5517567","4020001127425"
"650","4473272","4020992109845"
"651","4962354","4020995103449"
"652","5323576","4020999122812"
"653","5013526","4020995110550"
"654","4307429","4020992115594"
"655","5344891","4030999371605"
"656","5289114","4030999361324"
"657","5265185","4020998121014"
"658","5304580","4020998121952"
"659","4251580","4020991107580"
"660","4211847","4020991102910"
"661","4211847","4020991102910"
"662","5160685","4020997113670"
"663","5160685","4020997113670"
"664","4462238","4020992113060"
"665","5068126","4020995118012"
"666","4328256","4020992112579"
"667","4146735","4020990114116"
"668","4525744","4020992113850"
"669","5476054","4020000129165"
"670","5117658","4030996273114"
"671","5331137","4020999122839"
"672","4341074","4020992100120"
"673","5454883","4020000125208"
"674","5557895","4020001128898"
"675","4794435","4020994109664"
"676","4360087","4020992102123"
"677","5257093","4020998121235"
"678","5438608","4020000124791"
"679","4534239","4020992116736"
"680","5215242","4029998114317"
"681","4116429","4007989109536"
"682","5088577","4020995103490"
"683","4786106","4020994102449"
"684","4258118","4020991101450"
"685","4453891","4020992104274"
"686","5144663","4020995102922"
"687","4436938","4020992112102"
"688","5549531","4020001128944"
"689","4274296","4020991103240"
"690","5042038","4020995112928"
"691","4435931","4020992101216"
"692","4721268","4020993110740"
"693","4387457","4020992114202"
"694","4877390","4020994102589"
"695","4898346","4020994111910"
"696","4504771","4020992104622"
"697","4007948","4020959116623"
"698","4007948","4020959116623"
"699","4891074","4030994120957"
"700","5108209","4020996104996"
"701","4685628","4020993100612"
"702","5198666","4020998118293"
"703","4687990","4017993105834"
"704","5350042","5020992100540"
"705","5073456","4020995101497"
"706","4242025","4012991101899"
"707","4877667","4012994102926"
"708","5254574","5020998105497"
"709","5411262","5020985100330"
"710","5557763","5020992103530"
"711","4422791","4028992101551"
"712","4937813","4030994165950"
"713","5024277","4030994106539"
"714","5248850","4030998351929"
"715","4630211","4030993344584"
"716","4701623","4030993178234"
"717","5283965","4030999359559"
"718","5557798","5020985103932"
"719","5358272","5020993103313"
"720","4808525","4030994214170"
"721","4740424","4028993105313"
"722","5471192","4028000125497"
"723","4730933","4030993243710"
"724","5136881","4002996108675"
"725","5345162","5020999105865"
"726","4722248","4030900297930"
"727","4187245","4002990109874"
"728","4835441","4002994119106"
"729","5557887","5020991103553"
"730","5563976","5020993102597"
"731","5563836","5020995103728"
"732","5338948","4030999369724"
"733","4671538","4030993249166"
"734","5090881","4002995115171"
"735","4721748","4002994128385"
"736","4402421","4028992108173"
"737","5505852","4030001409264"
"738","4238486","4030991141368"
"739","4878256","4057015101225"
"740","4878256","4057015101225"
"741","4878256","4057015101225"
"742","4449932","4028992117504"
"743","4643364","4012993102523"
"744","4284755","4002991104361"
"745","4482301","4017992112292"
"746","4890078","4017994122287"
"747","4536622","4017992111733"
"748","4355580","4017992111830"
"749","5565901","4020009149843"
"750","5561744","5020998105527"
"751","5264413","5020998105934"
"752","4670981","4028993112247"
"753","5464633","4030000398412"
"754","5298873","4017999130717"
"755","5388589","4017000133153"
"756","4841964","4028994100021"
"757","5192811","5020995104040"
"758","5401763","4026000118200"
"759","4337930","4017992121208"
"760","5241022","4005998103343"
"761","4186842","4013990100461"
"762","5229782","4030998342636"
"763","4515820","4030992137402"
"764","4758994","4007993101507"
"765","5417317","4005000104066"
"766","5554039","4020001128960"
"767","4048393","4013968102159"
"768","4008316","4020970119251"
"769","5020425","4030995116694"
"770","5535999","4011000116560"
"771","4343999","4030992255626"
"772","4003853","4026973111780"
"773","5376262","4030000380190"
"774","4758676","4030993277917"
"775","4458923","4030992198649"
"776","4053397","4030954259677"
"777","4568745","4030993190943"
"778","4145569","4030990154059"
"779","4393007","4030992120178"
"780","5151546","4030992172291"
"781","4008421","4020960113999"
"782","4007930","4020969114351"
"783","4007930","4020969114351"
"784","5379334","4030000377261"
"785","4109775","4020985119070"
"786","4008766","4020972114362"
"787","5482615","4020000126042"
"788","4393538","4030992219387"
"789","4370341","4020991112303"
"790","5530814","4020001127719"
"791","4329830","4020995119329"
"792","5169623","4020988120192"
"793","4233549","4030991240552"
"794","5569176","5026994101150"
"795","4158270","4020990105559"
"796","5439019","4030000390853"
"797","5558760","4013001114432"
"798","4959647","4030995155258"
"799","5292077","4030999361340"
"800","4726448","4030993381269"
"801","4748085","4020993113870"
"802","4167406","4002991114464"
"803","4167406","4002991114464"
"804","5306132","4007999115712"
"805","4129555","4030990158690"
"806","4483839","4030992205866"
"807","5527490","4020000127707"
"808","4007352","4020976120383"
"809","5482496","4020000126115"
"810","5496748","5026001106780"
"811","5563682","5026991101370"
"812","5503710","4030001408942"
"813","4896432","4030994199650"
"814","4351886","4030992173999"
"815","5525926","4030001425316"
"816","4973038","4020995102744"
"817","4946162","4020994110832"
"818","5244692","4020998120557"
"819","4265637","4020991100623"
"820","4234596","4020991104661"
"821","4725271","4030993182525"
"822","4572114","4030992131838"
"823","4512324","4030992216019"
"824","4269225","4030991209787"
"825","4195744","4030991177451"
"826","4320778","4020991100313"
"827","4257588","4020991112435"
"828","5060320","4020995102680"
"829","5034671","4020995116630"
"830","5428386","4020000124384"
"831","5054907","4020995104720"
"832","5054915","4020995104739"
"833","5054842","4020995104747"
"834","4397436","4020992104690"
"835","5054885","4020995104682"
"836","5054877","4020995104712"
"837","4766717","4030993138690"
"838","5227313","4030998347794"
"839","5227313","4030998347794"
"840","4808525","4030994214170"
"841","4321669","4002992100360"
"842","5524644","4020001127662"
"843","5414792","4020000124325"
"844","4307003","4020992105475"
"845","5222630","4020998127039"
"846","5058112","4020995102604"
"847","4544048","4020992107710"
"848","4613643","4020993109512"
"849","5164699","4020997114707"
"850","5038065","4020995100016"
"851","4727533","4020995101012"
"852","4671821","4020993113072"
"853","4884205","4020994112851"
"854","4387031","4020992110924"
"855","4093330","4020991101859"
"856","4991893","4020995101489"
"857","4866274","4020994104158"
"858","5162459","4020997114057"
"859","4272544","4020991105234"
"860","4466926","4020992112609"
"861","5387612","4030000378578"
"862","5560829","4027001131362"
"863","4138414","4020990106903"
"864","4142691","4020990117026"
"865","5028752","4020995108181"
"866","5108519","4029996106163"
"867","5370272","4002000146061"
"868","4131673","4020990103122"
"869","5446759","4020000125453"
"870","4294998","4020991104904"
"871","4598547","4020999124483"
"872","4005791","4012000112189"
"873","4207912","4012991106823"
"874","4352106","4012992110387"
"875","4814762","4012994100435"
"876","4867882","4012994101253"
"877","4904621","4012994100770"
"878","4955641","4012995101109"
"879","5129311","4012996108050"
"880","5152615","5027997102057"
"881","5290716","5012990101813"
"882","5482020","4012000111441"
"883","5443709","4017000134605"
"884","5094038","4030996164609"
"885","4750551","4030993133770"
"886","4509412","4030992185148"
"887","4273940","4030991270966"
"888","5566622","5020992101139"
"889","5563828","5020978100316"
"890","5564158","5020991100210"
"891","5395933","4030000381633"
"892","4215257","4002991115401"
"893","4351134","4002992100416"
"894","4512499","4017992111903"
"895","5066239","4012995108022"
"896","5503477","4002001145328"
"897","5564026","5020993100373"
"898","5155088","5020997104268"
"899","5566657","5020998104890"
"900","5154901","5020997104241"
"901","5160359","4030997270992"
"902","5563933","5020978100472"
"903","4561074","4002993117096"
"904","4269420","4017991128349"
"905","4647092","4012997103729"
"906","5326150","4030999370552"
"907","4885775","4030994112482"
"908","4054890","4030948263700"
"909","5563046","4017001138272"
"910","5558344","5020989102787"
"911","5564166","5020987104154"
"912","5417856","5020990104670"
"913","5572380","5020991102417"
"914","5571979","5020990102685"
"915","5346819","5020995101245"
"916","5566703","5020996100790"
"917","5579201","5020975102555"
"918","5000521","4012995105325"
"919","5295459","5026989101452"
"920","4599241","4017993117522"
"921","4852672","4002994111202"
"922","4242017","4017991108755"
"923","5223288","4028998121155"
"924","5566614","5020995104619"
"925","4510470","4028992112693"
"926","4869460","4010994100270"
"927","5572762","5020000106266"
"928","5572746","5020990100631"
"929","4761928","4002993108593"
"930","5267005","5020999106853"
"931","5579325","5020998105926"
"932","4147626","4020990107497"
"933","5503442","4020001127255"
"934","4607171","4020992117015"
"935","5291534","4020999121522"
"936","5546419","4017001137918"
"937","4938763","4030994232640"
"938","4381971","4017992108821"
"939","4188845","4020990107985"
"940","4131738","4020990106962"
"941","5549566","4020001128626"
"942","5072476","4020995117504"
"943","5519306","4020001127468"
"944","5341710","4020999122723"
"945","4810317","4020994101914"
"946","5039363","4020995116923"
"947","4335333","4020992100368"
"948","4192630","4020993101872"
"949","5475082","4020000125607"
"950","4149572","4020990108663"
"951","4864727","4020994108471"
"952","5263476","5013992100667"
"953","4216091","4021990101550"
"954","4915542","4017994108985"
"955","4360214","4020992110517"
"956","4639316","4020993101996"
"957","5012589","4020995106367"
"958","5014964","4020995101390"
"959","5316952","4020999123177"
"960","5518369","4020001128863"
"961","5545293","4020001128480"
"962","4126106","4020990103572"
"963","4525892","4020992116493"
"964","4447476","4020992100341"
"965","5377404","4020000123760"
"966","4428773","4020992106480"
"967","4008502","4020991100666"
"968","4633415","4020993109539"
"969","4235568","4020991102243"
"970","5544513","4030001422872"
"971","4162579","4020990108949"
"972","5035007","4020995100512"
"973","4525159","4020992111971"
"974","4252004","4020991102367"
"975","4656148","4020993107951"
"976","4284232","4020991116210"
"977","5293626","4020999125773"
"978","4264487","4020991101387"
"979","4321146","4020992100759"
"980","5041783","4020995100962"
"981","5068681","4020995110062"
"982","4218809","4020991120764"
"983","5136318","4030996253997"
"984","4287428","4030991238809"
"985","5367638","4030000375382"
"986","4054016","4030954262848"
"987","5341922","5030996130155"
"988","5429749","4020000124236"
"989","4793056","4020993103867"
"990","4401310","4020992109950"
"991","4401310","4020992109950"
"992","4351754","4020991105854"
"993","4721152","4020991121124"
"994","4386060","4020992109349"
"995","5322758","4020999126460"
"996","5450039","4020000126212"
